col_1,Stage,Sub-Stage,Item,Well Type,Requirement - under either EPA's UIC Class VI or potentially,Adjust Capital Cost to Last Year of Permitting,Capitalize or Expense,Depreciation Category,"Well-Drilling, Monitoring, or Labor (as categorized in model","For Fin. Resp.: Corr. Action, Inject. Well Plug. or Em. & Re",Financial Responsibility Category,Categories for Detailed Cost Breakdown,Cost Component Name,Quantity,Units,Multiplier,Multiplier Units,Cost Component Name,Quantity,Units,Multiplier,Multiplier Units,Cost Component Name,Quantity
822,PISC and Site Closure,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,Paired In Reservoir (Dual Horizon Sampling),"Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well MIT-In Res,,,,,,,,,,,,
823,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,Paired Above Seal (Dual Horizon Sampling),"Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-Ab Seal,,,,,,,,,,,,
824,PISC and Site Closure,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,Paired Above Seal (Dual Horizon Sampling),"Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well MIT-Ab Seal,,,,,,,,,,,,
825,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,Above Seal (Sampling),"Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-Ab Seal,,,,,,,,,,,,
826,PISC and Site Closure,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,Above Seal (Sampling),"Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well MIT-Ab Seal,,,,,,,,,,,,
827,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,Secondary Dual Completion,"Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-Dual Comp,,,,,,,,,,,,
828,PISC and Site Closure,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,Secondary Dual Completion,"Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well MIT-Dual Comp,,,,,,,,,,,,
829,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,"Satellite 1, Well 1: In Reservoir","Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-In Res,,,,,,,,,,,,
830,PISC and Site Closure,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,"Satellite 1, Well 1: In Reservoir","Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well MIT-In Res,,,,,,,,,,,,
831,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,"Satellite 1, Well 2: Dual Completion","Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-Dual Comp,,,,,,,,,,,,
832,PISC and Site Closure,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,"Satellite 1, Well 2: Dual Completion","Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well MIT-Dual Comp,,,,,,,,,,,,
833,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,Satellite 1 - All Water Production,"Yes, § 146.87 (4)(iv)",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-Wat Prod,,,,,,,,,,,,
834,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,Satellite 1 - All Water Disposal,"Yes, § 146.87 (4)(iii)",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-Wat Disp,,,,,,,,,,,,
835,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,"Satellite 2, Well 1: Dual Completion","Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-Dual Comp,,,,,,,,,,,,
836,PISC and Site Closure,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,"Satellite 2, Well 1: Dual Completion","Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well MIT-Dual Comp,,,,,,,,,,,,
837,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,"Satellite 2, Well 2: Dual Completion","Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-Dual Comp,,,,,,,,,,,,
838,PISC and Site Closure,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,"Satellite 2, Well 2: Dual Completion","Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well MIT-Dual Comp,,,,,,,,,,,,
839,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,Satellite 2 - All Water Production,"Yes, § 146.87 (4)(iv)",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-Wat Prod,,,,,,,,,,,,
840,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,Satellite 2 - All Water Disposal,"Yes, § 146.87 (4)(iii)",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-Wat Disp,,,,,,,,,,,,
841,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,"Satellite 3, Well 1: Above Seal","Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-Ab Seal,,,,,,,,,,,,
842,PISC and Site Closure,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,"Satellite 3, Well 1: Above Seal","Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well MIT-Ab Seal,,,,,,,,,,,,
843,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,"Satellite 3, Well 2: In Reservoir","Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-In Res,,,,,,,,,,,,
844,PISC and Site Closure,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,"Satellite 3, Well 2: In Reservoir","Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well MIT-In Res,,,,,,,,,,,,
845,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,Satellite 3 - All Water Production,"Yes, § 146.87 (4)(iv)",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-Wat Prod,,,,,,,,,,,,
846,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,Satellite 3 - All Water Disposal,"Yes, § 146.87 (4)(iii)",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-Wat Disp,,,,,,,,,,,,
847,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,"Satellite 4, Well 1: In Reservoir","Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-In Res,,,,,,,,,,,,
848,PISC and Site Closure,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,"Satellite 4, Well 1: In Reservoir","Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well MIT-In Res,,,,,,,,,,,,
849,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,"Satellite 4, Well 2: In Reservoir","Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-In Res,,,,,,,,,,,,
850,PISC and Site Closure,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,"Satellite 4, Well 2: In Reservoir","Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well MIT-In Res,,,,,,,,,,,,
851,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,Satellite 4 - All Water Production,"Yes, § 146.87 (4)(iv)",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-Wat Prod,,,,,,,,,,,,
852,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,Satellite 4 - All Water Disposal,"Yes, § 146.87 (4)(iii)",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-Wat Disp,,,,,,,,,,,,
853,Permitting & Site Construction,4.30 Periodic Monitoring:,Total costs for VSP monitoring,Injection,No,Yes,Capital,Wells,Monitoring,Not Incl,Not Incl,Vert Seismic Prof,,,,,,,,,,,,
854,Permitting & Site Construction,4.30 Periodic Monitoring:,Total costs for VSP monitoring,Primary Above Seal,"No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,Not Incl,Vert Seismic Prof,,,,,,,,,,,,
855,PISC and Site Closure,4.30 Periodic Monitoring:,Total costs for VSP monitoring,Primary Above Seal,"No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,PISC,Vert Seismic Prof,,,,,,,,,,,,
856,Permitting & Site Construction,4.30 Periodic Monitoring:,Total costs for VSP monitoring,Paired Above Seal (uses In Res sched. for dual horiz. samp.),"No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,Not Incl,Vert Seismic Prof,,,,,,,,,,,,
857,PISC and Site Closure,4.30 Periodic Monitoring:,Total costs for VSP monitoring,Paired Above Seal (uses In Res sched. for dual horiz. samp.),"No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,PISC,Vert Seismic Prof,,,,,,,,,,,,
858,Permitting & Site Construction,4.30 Periodic Monitoring:,Total costs for VSP monitoring,Paired In Reservoir (Dual Horizon Sampling),"No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,Not Incl,Vert Seismic Prof,,,,,,,,,,,,
859,PISC and Site Closure,4.30 Periodic Monitoring:,Total costs for VSP monitoring,Paired In Reservoir (Dual Horizon Sampling),"No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,PISC,Vert Seismic Prof,,,,,,,,,,,,
860,Permitting & Site Construction,4.30 Periodic Monitoring:,Total costs for VSP monitoring,Dual Completion,"No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,Not Incl,Vert Seismic Prof,,,,,,,,,,,,
861,PISC and Site Closure,4.30 Periodic Monitoring:,Total costs for VSP monitoring,Dual Completion,"No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,PISC,Vert Seismic Prof,,,,,,,,,,,,
862,Permitting & Site Construction,4.30 Periodic Monitoring:,Total costs for VSP monitoring,Secondary Dual Completion,"No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,Not Incl,Vert Seismic Prof,,,,,,,,,,,,
863,PISC and Site Closure,4.30 Periodic Monitoring:,Total costs for VSP monitoring,Secondary Dual Completion,"No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,PISC,Vert Seismic Prof,,,,,,,,,,,,
864,Operations,4.30 Periodic Monitoring:,Total costs for VSP monitoring,"Satellite 1, Well 1: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,Not Incl,Vert Seismic Prof,,,,,,,,,,,,
865,PISC and Site Closure,4.30 Periodic Monitoring:,Total costs for VSP monitoring,"Satellite 1, Well 1: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,PISC,Vert Seismic Prof,,,,,,,,,,,,
866,Operations,4.30 Periodic Monitoring:,Total costs for VSP monitoring,"Satellite 1, Well 2: Dual Completion","No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,Not Incl,Vert Seismic Prof,,,,,,,,,,,,
867,PISC and Site Closure,4.30 Periodic Monitoring:,Total costs for VSP monitoring,"Satellite 1, Well 2: Dual Completion","No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,PISC,Vert Seismic Prof,,,,,,,,,,,,
868,Operations,4.30 Periodic Monitoring:,Total costs for VSP monitoring,"Satellite 2, Well 1: Dual Completion","No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,Not Incl,Vert Seismic Prof,,,,,,,,,,,,
869,PISC and Site Closure,4.30 Periodic Monitoring:,Total costs for VSP monitoring,"Satellite 2, Well 1: Dual Completion","No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,PISC,Vert Seismic Prof,,,,,,,,,,,,
870,Operations,4.30 Periodic Monitoring:,Total costs for VSP monitoring,"Satellite 2, Well 2: Dual Completion","No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,Not Incl,Vert Seismic Prof,,,,,,,,,,,,
871,PISC and Site Closure,4.30 Periodic Monitoring:,Total costs for VSP monitoring,"Satellite 2, Well 2: Dual Completion","No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,PISC,Vert Seismic Prof,,,,,,,,,,,,
872,Operations,4.30 Periodic Monitoring:,Total costs for VSP monitoring,"Satellite 3, Well 1: Above Seal","No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,Not Incl,Vert Seismic Prof,,,,,,,,,,,,
873,PISC and Site Closure,4.30 Periodic Monitoring:,Total costs for VSP monitoring,"Satellite 3, Well 1: Above Seal","No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,PISC,Vert Seismic Prof,,,,,,,,,,,,
874,Operations,4.30 Periodic Monitoring:,Total costs for VSP monitoring,"Satellite 3, Well 2: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,Not Incl,Vert Seismic Prof,,,,,,,,,,,,
875,PISC and Site Closure,4.30 Periodic Monitoring:,Total costs for VSP monitoring,"Satellite 3, Well 2: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,PISC,Vert Seismic Prof,,,,,,,,,,,,
876,Operations,4.30 Periodic Monitoring:,Total costs for VSP monitoring,"Satellite 4, Well 1: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,Not Incl,Vert Seismic Prof,,,,,,,,,,,,
877,PISC and Site Closure,4.30 Periodic Monitoring:,Total costs for VSP monitoring,"Satellite 4, Well 1: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,PISC,Vert Seismic Prof,,,,,,,,,,,,
878,Operations,4.30 Periodic Monitoring:,Total costs for VSP monitoring,"Satellite 4, Well 2: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,Not Incl,Vert Seismic Prof,,,,,,,,,,,,
879,PISC and Site Closure,4.30 Periodic Monitoring:,Total costs for VSP monitoring,"Satellite 4, Well 2: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Monitoring,Not Incl,PISC,Vert Seismic Prof,,,,,,,,,,,,
880,Operations,4.40 Monitoring for Conformance Control,Total conformance control monitoring cost,Injection,No,No,Expense,Expense,Monitoring,Not Incl,Not Incl,Well O&M-Inject,,,,,,,,,,,,
881,Permitting & Site Construction,4.41 Conformance Control Implementation,Total conformance control implementation cost,Injection,No,Yes,Capital,Wells,Monitoring,Not Incl,Not Incl,Well O&M-Inject,,,,,,,,,,,,
882,Operations,4.45 Adaptive Reservoir Management,Total fixed annual costs for adapt. reserv. manag.,Injection,No,No,Expense,Expense,Monitoring,Not Incl,Not Incl,Well O&M-Inject,,,,,,,,,,,,
883,Operations,4.45 Adaptive Reservoir Management,Total annual costs per inj. well for adapt. reserv. manag.,Injection,No,No,Expense,Expense,Monitoring,Not Incl,Not Incl,Well O&M-Inject,,,,,,,,,,,,
884,Site Selection & Site Characterization,4.50 Plug & Abandon:,Transport costs for plugging & abandoning wells,Strat Test,,No,Capital,Plug and Abandon,Well-Drilling,Not Incl,Not Incl,Well Plugging-Strat,,,,,,,,,,,,
885,Site Selection & Site Characterization,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,Strat Test,"Yes, 30 CFR § 250.1703 ",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,Not Incl,Well Plugging-Strat,,,,,,,,,,,,
886,Operations,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,Injection,"Yes, 30 CFR § 250.1703 ",No,Capital,Plug and Abandon,Well-Drilling,Injection Well Plugging,Injection Well Plugging,Well Plugging-Inject,,,,,,,,,,,,
887,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,Primary Above Seal,"Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-Ab Seal,,,,,,,,,,,,
888,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,Paired Above Seal (uses In Res sched. for dual horiz. samp.),"Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-Ab Seal,,,,,,,,,,,,
889,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,Paired In Reservoir (Dual Horizon Sampling),"Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-In Res,,,,,,,,,,,,
890,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,Dual Completion,"Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-Dual Comp,,,,,,,,,,,,
891,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,Secondary Dual Completion,"Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-Dual Comp,,,,,,,,,,,,
892,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,"Satellite 1, Well 1: In Reservoir","Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-In Res,,,,,,,,,,,,
893,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,"Satellite 1, Well 2: Dual Completion","Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-Dual Comp,,,,,,,,,,,,
894,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,Satellite 1 - All Water Production,"Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-Wat Prod,,,,,,,,,,,,
895,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,Satellite 1 - All Water Disposal,"Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-Wat Disp,,,,,,,,,,,,
896,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,"Satellite 2, Well 1: Dual Completion","Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-Dual Comp,,,,,,,,,,,,
897,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,"Satellite 2, Well 2: Dual Completion","Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-Dual Comp,,,,,,,,,,,,
898,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,Satellite 2 - All Water Production,"Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-Wat Prod,,,,,,,,,,,,
899,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,Satellite 2 - All Water Disposal,"Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-Wat Disp,,,,,,,,,,,,
900,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,"Satellite 3, Well 1: Above Seal","Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-Ab Seal,,,,,,,,,,,,
901,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,"Satellite 3, Well 2: In Reservoir","Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-In Res,,,,,,,,,,,,
902,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,Satellite 3 - All Water Production,"Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-Wat Prod,,,,,,,,,,,,
903,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,Satellite 3 - All Water Disposal,"Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-Wat Disp,,,,,,,,,,,,
904,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,"Satellite 4, Well 1: In Reservoir","Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-In Res,,,,,,,,,,,,
905,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,"Satellite 4, Well 2: In Reservoir","Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-In Res,,,,,,,,,,,,
906,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,Satellite 4 - All Water Production,"Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-Wat Prod,,,,,,,,,,,,
907,PISC and Site Closure,4.50 Plug & Abandon:,Total costs for plugging & abandoning wells,Satellite 4 - All Water Disposal,"Yes, 30 CFR § 250.1703",No,Capital,Plug and Abandon,Well-Drilling,Not Incl,PISC,Well Plugging-Wat Disp,,,,,,,,,,,,
908,Permitting & Site Construction,5.1 Surface Equipment Costs:,Offshore Pipeline - Capital,N/A,No,Yes,Capital,Site Sel. & Site Char.,New,Not Incl,Not Incl,Offshore Pipeline,,,,,,,,,,,,
